transaction_id,customer_id,device_id,ip,payment_instrument,address,amount,timestamp,label
txn-01274,customer-0073,device-0428,198.51.100.168,card-1007,address-0164,36.39,2025-01-01T14:17:00,normal
txn-00219,customer-0565,device-1132,198.51.100.105,card-0191,address-0461,32.61,2025-01-01T14:56:00,normal
txn-01718,customer-0782,device-1084,198.51.100.56,card-1466,address-0393,50.59,2025-01-01T15:16:00,normal
txn-00932,customer-0973,device-0660,198.51.100.194,card-1707,address-1088,151.83,2025-01-01T15:22:00,normal
txn-02586,customer-0591,device-0759,198.51.100.209,card-0746,address-0034,29.76,2025-01-01T15:41:00,normal
txn-00289,customer-0135,device-0734,198.51.100.203,card-1615,address-0488,53.66,2025-01-01T16:13:00,normal
txn-02546,customer-0825,device-0293,198.51.100.197,card-1783,address-0634,59.23,2025-01-01T16:19:00,normal
txn-00575,customer-0980,device-0434,198.51.100.240,card-0390,address-1519,76.64,2025-01-01T16:44:00,normal
txn-01581,customer-0162,device-0998,198.51.100.21,card-0014,address-0015,50.93,2025-01-01T17:04:00,normal
txn-01904,customer-0836,device-0386,198.51.100.220,card-0055,address-0429,56.84,2025-01-01T17:21:00,normal
txn-02189,customer-0094,device-0864,198.51.100.8,card-0030,address-0691,33.82,2025-01-01T17:31:00,normal
txn-01563,customer-0990,device-0076,198.51.100.87,card-0115,address-0692,9.25,2025-01-01T17:55:00,normal
txn-01118,customer-0112,device-0415,198.51.100.134,card-1761,address-1033,43.06,2025-01-01T18:05:00,normal
txn-01703,customer-0946,device-0983,198.51.100.90,card-0639,address-1416,67.53,2025-01-01T18:58:00,normal
txn-01748,customer-0560,device-0065,198.51.100.111,card-0244,address-0786,61.91,2025-01-01T19:18:00,normal
txn-00933,customer-0196,device-1386,198.51.100.2,card-1284,address-1503,17.44,2025-01-01T19:34:00,normal
txn-02180,customer-0859,device-1244,198.51.100.26,card-0363,address-0603,44.9,2025-01-01T19:43:00,normal
txn-01083,customer-0914,device-1039,198.51.100.162,card-0064,address-1192,36.27,2025-01-01T20:20:00,normal
txn-02001,customer-0515,device-0247,198.51.100.169,card-1090,address-0369,28.82,2025-01-01T20:23:00,normal
txn-01264,customer-0905,device-1270,198.51.100.220,card-0746,address-1590,24.57,2025-01-01T20:26:00,normal
txn-01709,customer-0080,device-0992,198.51.100.194,card-0884,address-0088,41.01,2025-01-01T20:32:00,normal
txn-02002,customer-0986,device-0564,198.51.100.202,card-0422,address-0503,40.69,2025-01-01T20:43:00,normal
txn-01916,customer-0541,device-0865,198.51.100.148,card-0647,address-1134,31.41,2025-01-01T20:46:00,normal
txn-01568,customer-0670,device-0966,198.51.100.233,card-1267,address-0094,62.51,2025-01-01T20:49:00,normal
txn-00145,customer-0482,device-1105,198.51.100.14,card-0717,address-0460,52.93,2025-01-01T21:10:00,normal
txn-01194,customer-0353,device-0844,198.51.100.32,card-0720,address-1392,55.03,2025-01-01T21:39:00,normal
txn-00820,customer-0225,device-1079,198.51.100.123,card-0002,address-0680,89.35,2025-01-01T21:46:00,normal
txn-01765,customer-0274,device-0962,198.51.100.151,card-0046,address-0649,38.09,2025-01-01T22:17:00,normal
txn-01875,customer-0092,device-0427,198.51.100.42,card-0796,address-1597,104.76,2025-01-01T22:24:00,normal
txn-02720,customer-0656,device-0303,198.51.100.106,card-1754,address-0452,48.44,2025-01-01T22:38:00,normal
txn-00205,customer-0602,device-1377,198.51.100.211,card-0552,address-1181,18.26,2025-01-01T22:39:00,normal
txn-01919,customer-0447,device-0331,198.51.100.74,card-1488,address-0394,40.07,2025-01-01T22:43:00,normal
txn-02466,customer-0289,device-0636,198.51.100.42,card-0364,address-0808,79.58,2025-01-01T22:59:00,normal
txn-02409,customer-0812,device-0259,198.51.100.40,card-0705,address-1025,75.75,2025-01-01T23:06:00,normal
txn-00283,customer-0995,device-0104,198.51.100.202,card-0684,address-0499,125.33,2025-01-01T23:19:00,normal
txn-02625,customer-0815,device-0848,198.51.100.19,card-0997,address-1282,58.34,2025-01-01T23:58:00,normal
txn-00662,customer-0118,device-0703,198.51.100.166,card-0224,address-1387,31.33,2025-01-02T00:40:00,normal
txn-01828,customer-0022,device-1144,198.51.100.166,card-1254,address-1284,111.84,2025-01-02T01:05:00,normal
txn-02329,customer-0231,device-1202,198.51.100.147,card-1173,address-0983,70.25,2025-01-02T01:09:00,normal
txn-02632,customer-0549,device-1061,198.51.100.132,card-1559,address-0313,60.4,2025-01-02T01:09:00,normal
txn-02005,customer-0883,device-0697,198.51.100.112,card-0370,address-0850,13.05,2025-01-02T01:24:00,normal
txn-00096,customer-0229,device-1352,198.51.100.50,card-0817,address-0673,17.27,2025-01-02T01:50:00,normal
txn-02968,customer-0309,device-0472,198.51.100.162,card-1582,address-1410,30.85,2025-01-02T02:28:00,normal
txn-01620,customer-0598,device-0932,198.51.100.119,card-1581,address-0284,94.3,2025-01-02T02:39:00,normal
txn-02880,customer-0147,device-0669,198.51.100.156,card-1615,address-0738,39.58,2025-01-02T02:58:00,normal
txn-01663,customer-0316,device-0823,198.51.100.159,card-1723,address-0452,11.25,2025-01-02T03:05:00,normal
txn-00271,customer-0483,device-1269,198.51.100.227,card-1150,address-0672,114.07,2025-01-02T03:20:00,normal
txn-02616,customer-0392,device-0268,198.51.100.117,card-1300,address-1294,69.02,2025-01-02T03:37:00,normal
txn-02357,customer-0389,device-1237,198.51.100.64,card-0159,address-0554,35.16,2025-01-02T04:18:00,normal
txn-02852,customer-0357,device-1247,198.51.100.194,card-0689,address-0538,76.84,2025-01-02T04:23:00,normal
txn-00810,customer-0185,device-0654,198.51.100.153,card-0449,address-0061,24.99,2025-01-02T04:28:00,normal
txn-01357,customer-0704,device-0736,198.51.100.21,card-1410,address-1598,31.34,2025-01-02T04:29:00,normal
txn-02604,customer-0016,device-0315,198.51.100.203,card-0767,address-1063,20.63,2025-01-02T04:40:00,normal
txn-00315,customer-0571,device-1248,198.51.100.238,card-1348,address-1421,104.43,2025-01-02T04:40:00,normal
txn-01759,customer-0598,device-1281,198.51.100.88,card-0780,address-0200,127.48,2025-01-02T05:22:00,normal
txn-00643,customer-0564,device-0946,198.51.100.182,card-0430,address-0898,37.76,2025-01-02T05:23:00,normal
txn-00140,customer-0547,device-0807,198.51.100.152,card-1156,address-1358,20.08,2025-01-02T05:27:00,normal
txn-01508,customer-0640,device-0588,198.51.100.125,card-0169,address-0260,83.18,2025-01-02T05:49:00,normal
txn-01819,customer-0712,device-0107,198.51.100.165,card-1314,address-0377,38.97,2025-01-02T05:52:00,normal
txn-02925,customer-0173,device-1226,198.51.100.232,card-0082,address-1106,47.45,2025-01-02T05:52:00,normal
txn-00099,customer-0340,device-0237,198.51.100.225,card-0535,address-0366,44.85,2025-01-02T06:08:00,normal
txn-02061,customer-0100,device-0983,198.51.100.111,card-1655,address-0050,77.72,2025-01-02T06:26:00,normal
txn-00388,customer-0230,device-0653,198.51.100.239,card-0203,address-1464,151.34,2025-01-02T06:47:00,normal
txn-02691,customer-0274,device-0976,198.51.100.170,card-1088,address-0928,23.08,2025-01-02T07:13:00,normal
txn-00970,customer-0627,device-0268,198.51.100.124,card-1000,address-0232,17.64,2025-01-02T07:28:00,normal
txn-00316,customer-0274,device-0370,198.51.100.70,card-1440,address-1562,45.32,2025-01-02T07:37:00,normal
txn-00755,customer-0922,device-0687,198.51.100.207,card-0880,address-0558,24.12,2025-01-02T08:03:00,normal
txn-00617,customer-0335,device-1299,198.51.100.70,card-1605,address-0923,48.0,2025-01-02T08:21:00,normal
txn-01948,customer-0967,device-0907,198.51.100.38,card-1578,address-0021,43.86,2025-01-02T08:30:00,normal
txn-00319,customer-0649,device-0188,198.51.100.192,card-1087,address-0441,55.19,2025-01-02T09:29:00,normal
txn-00423,customer-0164,device-0293,198.51.100.218,card-1245,address-1389,38.02,2025-01-02T10:00:00,normal
txn-00295,customer-0659,device-0125,198.51.100.123,card-1736,address-0823,56.38,2025-01-02T10:01:00,normal
txn-02882,customer-0637,device-0329,198.51.100.95,card-0092,address-0596,11.26,2025-01-02T10:01:00,normal
txn-00047,customer-0928,device-0677,198.51.100.19,card-1053,address-0488,33.13,2025-01-02T10:18:00,normal
txn-02629,customer-0876,device-0241,198.51.100.88,card-0711,address-0992,33.52,2025-01-02T10:21:00,normal
txn-00488,customer-0249,device-1173,198.51.100.180,card-0226,address-0391,22.13,2025-01-02T10:29:00,normal
txn-02404,customer-0923,device-0329,198.51.100.171,card-0408,address-0982,37.47,2025-01-02T10:31:00,normal
txn-00603,customer-0778,device-0192,198.51.100.104,card-0777,address-0773,78.67,2025-01-02T10:36:00,normal
txn-01237,customer-0811,device-0677,198.51.100.21,card-1728,address-1538,133.02,2025-01-02T10:39:00,normal
txn-02280,customer-0517,device-0262,198.51.100.128,card-1632,address-0179,60.38,2025-01-02T10:40:00,normal
txn-02145,customer-0805,device-0285,198.51.100.40,card-0677,address-1164,38.66,2025-01-02T11:10:00,normal
txn-02814,customer-0031,device-0693,198.51.100.108,card-0535,address-0411,36.28,2025-01-02T11:15:00,normal
txn-01982,customer-0485,device-0322,198.51.100.144,card-0757,address-0244,18.23,2025-01-02T11:36:00,normal
txn-02067,customer-0939,device-0773,198.51.100.81,card-1737,address-1421,9.16,2025-01-02T12:25:00,normal
txn-01614,customer-0517,device-0872,198.51.100.136,card-0808,address-0982,42.5,2025-01-02T12:43:00,normal
txn-02645,customer-0172,device-1048,198.51.100.65,card-1202,address-0840,22.02,2025-01-02T12:52:00,normal
txn-02969,customer-0254,device-0558,198.51.100.192,card-0254,address-0774,13.69,2025-01-02T12:53:00,normal
txn-01532,customer-0198,device-0049,198.51.100.159,card-0189,address-0117,14.16,2025-01-02T13:10:00,normal
txn-02776,customer-0311,device-1322,198.51.100.167,card-1346,address-1270,37.15,2025-01-02T13:13:00,normal
txn-02904,customer-0891,device-0884,198.51.100.7,card-1414,address-0342,55.38,2025-01-02T13:13:00,normal
txn-02819,customer-0827,device-0709,198.51.100.19,card-0853,address-1226,57.74,2025-01-02T14:37:00,normal
txn-02392,customer-0846,device-0949,198.51.100.229,card-1266,address-1000,24.43,2025-01-02T14:41:00,normal
txn-00985,customer-0423,device-1142,198.51.100.141,card-0001,address-0187,44.6,2025-01-02T15:08:00,normal
txn-00086,customer-0559,device-0757,198.51.100.150,card-1132,address-0304,32.26,2025-01-02T15:21:00,normal
txn-02116,customer-0666,device-0425,198.51.100.57,card-0416,address-0926,32.02,2025-01-02T15:58:00,normal
txn-01951,customer-0778,device-1353,198.51.100.237,card-1314,address-0310,14.12,2025-01-02T16:30:00,normal
txn-00942,customer-0812,device-0769,198.51.100.225,card-1312,address-0524,78.81,2025-01-02T16:48:00,normal
txn-00515,customer-0898,device-0019,198.51.100.77,card-1164,address-1235,30.73,2025-01-02T16:55:00,normal
txn-00931,customer-0005,device-1094,198.51.100.52,card-1497,address-0765,31.16,2025-01-02T17:12:00,normal
txn-01144,customer-0624,device-0788,198.51.100.239,card-0821,address-1258,48.5,2025-01-02T17:14:00,normal
txn-01548,customer-0956,device-1362,198.51.100.100,card-0546,address-0311,54.39,2025-01-02T17:19:00,normal
txn-01051,customer-0340,device-0180,198.51.100.19,card-0112,address-0365,29.77,2025-01-02T17:22:00,normal
txn-00819,customer-0503,device-0185,198.51.100.15,card-0477,address-1233,47.16,2025-01-02T17:27:00,normal
txn-01368,customer-0806,device-1067,198.51.100.28,card-0925,address-0936,24.37,2025-01-02T18:03:00,normal
txn-02339,customer-0126,device-0264,198.51.100.148,card-0423,address-1337,44.91,2025-01-02T18:45:00,normal
txn-00260,customer-0662,device-0633,198.51.100.202,card-0903,address-0069,73.96,2025-01-02T19:03:00,normal
txn-01257,customer-0921,device-0994,198.51.100.181,card-0897,address-1145,132.58,2025-01-02T19:07:00,normal
txn-01662,customer-0491,device-0286,198.51.100.174,card-1129,address-0240,41.4,2025-01-02T19:46:00,normal
txn-00789,customer-0618,device-0441,198.51.100.214,card-1755,address-0672,42.71,2025-01-02T20:03:00,normal
txn-01029,customer-0387,device-0878,198.51.100.72,card-1140,address-0542,66.61,2025-01-02T20:23:00,normal
txn-01628,customer-0634,device-0749,198.51.100.94,card-0359,address-1328,102.79,2025-01-02T20:38:00,normal
txn-02425,customer-0187,device-0002,198.51.100.14,card-1353,address-1526,16.52,2025-01-02T20:39:00,normal
txn-02433,customer-0124,device-1202,198.51.100.234,card-1341,address-0391,44.02,2025-01-02T20:49:00,normal
txn-00156,customer-0802,device-0712,198.51.100.137,card-0878,address-1355,28.1,2025-01-02T20:51:00,normal
txn-02873,customer-0325,device-1134,198.51.100.184,card-0467,address-0125,11.51,2025-01-02T21:49:00,normal
txn-01249,customer-0993,device-1191,198.51.100.201,card-1415,address-0974,52.04,2025-01-02T21:52:00,normal
txn-00607,customer-0942,device-0471,198.51.100.55,card-1778,address-1418,27.03,2025-01-02T22:28:00,normal
txn-02777,customer-0456,device-0727,198.51.100.36,card-0959,address-1481,37.84,2025-01-02T22:33:00,normal
txn-01108,customer-0250,device-0262,198.51.100.147,card-1214,address-0330,22.54,2025-01-02T23:07:00,normal
txn-01124,customer-0896,device-1086,198.51.100.110,card-0470,address-0988,21.26,2025-01-02T23:26:00,normal
txn-00375,customer-0449,device-0842,198.51.100.94,card-1386,address-1474,181.19,2025-01-02T23:43:00,normal
txn-02472,customer-0958,device-0271,198.51.100.64,card-1578,address-0172,207.79,2025-01-02T23:46:00,normal
txn-01870,customer-0994,device-1344,198.51.100.160,card-0928,address-0666,34.23,2025-01-02T23:53:00,normal
txn-01851,customer-0321,device-0262,198.51.100.128,card-1786,address-0576,29.37,2025-01-03T00:14:00,normal
txn-01613,customer-0428,device-0083,198.51.100.121,card-1503,address-1575,79.36,2025-01-03T00:18:00,normal
txn-02479,customer-0845,device-0211,198.51.100.140,card-0608,address-0211,18.73,2025-01-03T00:38:00,normal
txn-02347,customer-0840,device-0486,198.51.100.10,card-0386,address-0291,32.75,2025-01-03T00:51:00,normal
txn-02712,customer-0113,device-0036,198.51.100.146,card-1393,address-0596,121.03,2025-01-03T01:20:00,normal
txn-00543,customer-0075,device-0868,198.51.100.89,card-1435,address-0131,63.08,2025-01-03T01:28:00,normal
txn-00274,customer-0144,device-0077,198.51.100.78,card-1009,address-0238,45.0,2025-01-03T01:31:00,normal
txn-00453,customer-0084,device-1314,198.51.100.198,card-1182,address-0543,23.55,2025-01-03T01:39:00,normal
txn-00180,customer-0281,device-0112,198.51.100.142,card-0599,address-1429,261.94,2025-01-03T01:42:00,normal
txn-02450,customer-0230,device-1093,198.51.100.61,card-0598,address-0081,28.54,2025-01-03T01:49:00,normal
txn-00936,customer-0844,device-0611,198.51.100.75,card-0934,address-1491,32.25,2025-01-03T01:56:00,normal
txn-02275,customer-0895,device-0667,198.51.100.174,card-0910,address-0479,22.05,2025-01-03T01:58:00,normal
txn-02832,customer-0582,device-0031,198.51.100.224,card-1475,address-0512,24.51,2025-01-03T02:00:00,normal
txn-00013,customer-0072,device-1355,198.51.100.59,card-1584,address-0593,52.31,2025-01-03T02:03:00,normal
txn-01439,customer-0479,device-0212,198.51.100.134,card-1570,address-1350,61.51,2025-01-03T02:23:00,normal
txn-02107,customer-0944,device-1262,198.51.100.151,card-0388,address-1097,24.89,2025-01-03T02:27:00,normal
txn-01933,customer-0788,device-1141,198.51.100.69,card-0310,address-1414,33.03,2025-01-03T02:58:00,normal
txn-01888,customer-0583,device-1129,198.51.100.20,card-0093,address-1052,58.89,2025-01-03T04:07:00,normal
txn-01967,customer-0127,device-1334,198.51.100.32,card-0920,address-0611,39.32,2025-01-03T04:08:00,normal
txn-02668,customer-0230,device-0022,198.51.100.36,card-0216,address-0662,20.06,2025-01-03T04:14:00,normal
txn-02672,customer-0114,device-0624,198.51.100.20,card-0541,address-0675,65.26,2025-01-03T04:25:00,normal
txn-02916,customer-0350,device-1156,198.51.100.133,card-1076,address-1188,148.65,2025-01-03T04:44:00,normal
txn-00712,customer-0781,device-0095,198.51.100.26,card-1283,address-0942,41.98,2025-01-03T04:52:00,normal
txn-01000,customer-0754,device-1134,198.51.100.240,card-0887,address-1199,64.86,2025-01-03T05:03:00,normal
txn-01987,customer-0432,device-0625,198.51.100.228,card-0581,address-0442,71.62,2025-01-03T05:08:00,normal
txn-01273,customer-0263,device-0751,198.51.100.57,card-1241,address-1471,21.98,2025-01-03T05:36:00,normal
txn-02871,customer-0672,device-0477,198.51.100.30,card-1341,address-0079,29.54,2025-01-03T06:09:00,normal
txn-01570,customer-0648,device-0630,198.51.100.211,card-1626,address-0200,31.69,2025-01-03T06:34:00,normal
txn-00142,customer-0187,device-0533,198.51.100.98,card-0671,address-0434,104.55,2025-01-03T06:55:00,normal
txn-01308,customer-0157,device-1380,198.51.100.188,card-0805,address-0913,44.44,2025-01-03T07:10:00,normal
txn-00463,customer-0100,device-0595,198.51.100.99,card-1770,address-1261,28.37,2025-01-03T07:16:00,normal
txn-01448,customer-0455,device-0267,198.51.100.8,card-0965,address-1384,65.44,2025-01-03T07:24:00,normal
txn-01032,customer-0612,device-1281,198.51.100.158,card-1727,address-1356,15.11,2025-01-03T07:32:00,normal
txn-02890,customer-0818,device-1244,198.51.100.121,card-1351,address-1075,57.34,2025-01-03T08:10:00,normal
txn-01627,customer-0910,device-0228,198.51.100.99,card-0749,address-0954,33.42,2025-01-03T08:19:00,normal
txn-01507,customer-0587,device-1345,198.51.100.75,card-1657,address-1511,70.29,2025-01-03T08:22:00,normal
txn-01141,customer-0724,device-0330,198.51.100.100,card-1303,address-0011,36.84,2025-01-03T08:51:00,normal
txn-01246,customer-0370,device-1366,198.51.100.56,card-0232,address-0484,20.17,2025-01-03T08:53:00,normal
txn-00322,customer-0087,device-0319,198.51.100.41,card-1546,address-1266,65.82,2025-01-03T09:27:00,normal
txn-01742,customer-0756,device-0140,198.51.100.128,card-1389,address-0055,40.06,2025-01-03T09:43:00,normal
txn-01015,customer-0149,device-1373,198.51.100.15,card-0410,address-0547,138.16,2025-01-03T09:57:00,normal
txn-00681,customer-0635,device-0736,198.51.100.3,card-0993,address-0280,71.46,2025-01-03T10:33:00,normal
txn-01208,customer-0562,device-0054,198.51.100.198,card-0814,address-1074,29.05,2025-01-03T10:47:00,normal
txn-00924,customer-0424,device-0309,198.51.100.36,card-0411,address-0702,28.36,2025-01-03T11:03:00,normal
txn-02215,customer-0553,device-1362,198.51.100.64,card-1642,address-1408,32.93,2025-01-03T11:03:00,normal
txn-02568,customer-0219,device-0434,198.51.100.223,card-0047,address-1554,68.25,2025-01-03T11:04:00,normal
txn-02086,customer-0880,device-0865,198.51.100.89,card-0401,address-0411,20.22,2025-01-03T11:38:00,normal
txn-01808,customer-0819,device-1376,198.51.100.62,card-0519,address-1132,62.22,2025-01-03T11:43:00,normal
txn-02755,customer-0087,device-0554,198.51.100.213,card-1331,address-0220,42.6,2025-01-03T11:44:00,normal
txn-00328,customer-0614,device-0016,198.51.100.53,card-0618,address-0433,74.78,2025-01-03T11:50:00,normal
txn-02824,customer-0022,device-0054,198.51.100.199,card-1602,address-0402,17.93,2025-01-03T12:27:00,normal
txn-01755,customer-0519,device-0802,198.51.100.68,card-1014,address-1211,62.32,2025-01-03T12:52:00,normal
txn-00065,customer-0162,device-1041,198.51.100.21,card-1744,address-0381,75.8,2025-01-03T14:07:00,normal
txn-02833,customer-0833,device-0157,198.51.100.15,card-0260,address-0899,123.46,2025-01-03T14:07:00,normal
txn-02456,customer-0333,device-1282,198.51.100.209,card-0022,address-0729,117.53,2025-01-03T14:32:00,normal
txn-02830,customer-0941,device-0488,198.51.100.60,card-0189,address-1206,35.23,2025-01-03T15:16:00,normal
txn-00059,customer-0925,device-0338,198.51.100.98,card-0005,address-0800,55.44,2025-01-03T16:02:00,normal
txn-00590,customer-0658,device-1074,198.51.100.9,card-1719,address-0153,25.62,2025-01-03T16:09:00,normal
txn-01711,customer-0608,device-0961,198.51.100.31,card-0519,address-0089,91.8,2025-01-03T16:44:00,normal
txn-00700,customer-0941,device-0568,198.51.100.222,card-1344,address-0260,39.64,2025-01-03T16:45:00,normal
txn-00199,customer-0074,device-0340,198.51.100.203,card-0630,address-1219,46.42,2025-01-03T17:08:00,normal
txn-01783,customer-0642,device-1070,198.51.100.52,card-0747,address-0948,16.81,2025-01-03T17:24:00,normal
txn-01191,customer-0168,device-0442,198.51.100.209,card-0521,address-0976,47.87,2025-01-03T17:34:00,normal
txn-02024,customer-0001,device-0988,198.51.100.70,card-1225,address-0514,19.09,2025-01-03T17:43:00,normal
txn-00544,customer-0555,device-0142,198.51.100.240,card-0967,address-0065,114.09,2025-01-03T17:48:00,normal
txn-01506,customer-0267,device-1289,198.51.100.122,card-1185,address-0347,33.29,2025-01-03T19:05:00,normal
txn-00355,customer-0155,device-0923,198.51.100.27,card-1661,address-0704,44.15,2025-01-03T19:34:00,normal
txn-02567,customer-0390,device-0741,198.51.100.203,card-0881,address-0970,23.4,2025-01-03T20:09:00,normal
txn-00756,customer-0537,device-0539,198.51.100.183,card-1181,address-1286,247.41,2025-01-03T21:45:00,normal
txn-02335,customer-0501,device-1063,198.51.100.215,card-1198,address-1104,79.74,2025-01-03T21:49:00,normal
txn-01143,customer-0091,device-0539,198.51.100.57,card-0760,address-0164,40.55,2025-01-03T21:59:00,normal
txn-03024,cascade-customer-00-06,cascade-device-00,198.51.100.1,card-unique-0-6,cascade-address-00-06,164.88,2025-01-04T00:00:00,cascade
txn-03032,cascade-customer-00-09,cascade-device-00,198.51.100.1,cascade-card-00,cascade-address-00-09,323.84,2025-01-04T00:00:00,cascade
txn-03018,cascade-customer-00-05,cascade-device-00,203.0.113.10,cascade-card-00,cascade-address-00-05,373.0,2025-01-04T00:00:00,cascade
txn-03023,cascade-customer-00-06,cascade-device-00,198.51.100.1,card-unique-0-6,cascade-address-00-06,230.8,2025-01-04T00:01:00,cascade
txn-03001,cascade-customer-00-00,device-unique-0-0,198.51.100.1,card-unique-0-0,cascade-address-00-00,553.93,2025-01-04T00:02:00,cascade
txn-03015,cascade-customer-00-04,cascade-device-00,203.0.113.10,card-unique-0-4,cascade-address-00-04,310.38,2025-01-04T00:02:00,cascade
txn-03021,cascade-customer-00-05,cascade-device-00,203.0.113.10,cascade-card-00,cascade-address-00-05,547.03,2025-01-04T00:02:00,cascade
txn-03011,cascade-customer-00-03,cascade-device-00,198.51.100.1,cascade-card-00,cascade-address-00-03,240.06,2025-01-04T00:03:00,cascade
txn-03027,cascade-customer-00-07,cascade-device-00,203.0.113.10,cascade-card-00,cascade-address-00-07,565.68,2025-01-04T00:03:00,cascade
txn-03026,cascade-customer-00-07,cascade-device-00,203.0.113.10,cascade-card-00,cascade-address-00-07,375.53,2025-01-04T00:03:00,cascade
txn-03009,cascade-customer-00-02,cascade-device-00,203.0.113.10,card-unique-0-2,cascade-address-00-02,486.77,2025-01-04T00:04:00,cascade
txn-03002,cascade-customer-00-00,device-unique-0-0,198.51.100.1,card-unique-0-0,cascade-address-00-00,641.29,2025-01-04T00:04:00,cascade
txn-03013,cascade-customer-00-03,cascade-device-00,198.51.100.1,cascade-card-00,cascade-address-00-03,254.01,2025-01-04T00:05:00,cascade
txn-03019,cascade-customer-00-05,cascade-device-00,203.0.113.10,cascade-card-00,cascade-address-00-05,305.93,2025-01-04T00:05:00,cascade
txn-03031,cascade-customer-00-08,cascade-device-00,203.0.113.10,card-unique-0-8,cascade-address-00-08,556.52,2025-01-04T00:05:00,cascade
txn-03020,cascade-customer-00-05,cascade-device-00,203.0.113.10,cascade-card-00,cascade-address-00-05,312.16,2025-01-04T00:06:00,cascade
